Order_ID,Order_Date,Order_Month,Region,Channel,Customer_ID,Product_Category,Product,Units,Unit_Price,Discount_Pct,Shipping_Cost,COGS_Unit,Returned_Flag,Payment_Method,Gross_Revenue,Discount_Amount,Net_Revenue,COGS,Gross_Profit
O2025000156,2025-01-30,2025-01-01,Northeast,Marketplace,C10211,Electronics,Bluetooth Speaker,2,50.17,0.12,4.3,27.66,0,Apple Pay,100.34,12.04,88.3,55.32,28.68
O2025000157,2025-01-30,2025-01-01,Southeast,Retail Partner,C10843,Home,Storage Bins,3,40.87,0.12,2.67,24.36,0,Apple Pay,122.61,14.71,107.9,73.08,32.15
O2025000158,2025-01-30,2025-01-01,Midwest,Website,C10644,Apparel,Leggings,5,35.19,0.04,6.11,16.29,0,Card,175.95,7.04,168.91,81.45,81.35
O2025000159,2025-01-30,2025-01-01,Southwest,Marketplace,C10246,Beauty,Hair Mask,2,31.85,0.24,6.15,15.98,0,Card,63.7,15.29,48.41,31.96,10.3
O2025000160,2025-01-30,2025-01-01,West,Website,C10843,Electronics,Smart Watch,2,54.12,0.12,6.31,25.37,0,Card,108.24,12.99,95.25,50.74,38.2
O2025000161,2025-01-31,2025-01-01,Southwest,Website,C10266,Sports,Yoga Mat,2,24.38,0.17,2.76,12.77,0,Apple Pay,48.76,8.29,40.47,25.54,12.17
O2025000162,2025-01-31,2025-01-01,Southeast,Website,C10679,Home,LED Lamp,5,44.88,0.02,3.81,25.7,0,Card,224.4,4.49,219.91,128.5,87.6
O2025000163,2025-01-31,2025-01-01,Northeast,Website,C10441,Sports,Yoga Mat,2,27.35,0.13,6.02,15.76,0,Card,54.7,7.11,47.59,31.52,10.05
O2025000164,2025-02-01,2025-02-01,Southwest,Retail Partner,C10069,Apparel,Athletic Tee,3,23.29,0.09,3.64,12.45,0,Card,69.87,6.29,63.58,37.35,22.59
O2025000165,2025-02-01,2025-02-01,West,Marketplace,C10809,Pet,Dog Treats,4,19.94,0.1,5.23,10.75,0,PayPal,79.76,7.98,71.78,43.0,23.55
O2025000166,2025-02-01,2025-02-01,Northeast,Website,C10742,Sports,Resistance Bands,2,21.05,0.03,7.73,9.84,0,Card,42.1,1.26,40.84,19.68,13.43
O2025000167,2025-02-01,2025-02-01,West,Website,C10507,Apparel,Leggings,1,26.11,0.04,5.08,12.63,0,Card,26.11,1.04,25.07,12.63,7.36
O2025000168,2025-02-02,2025-02-01,Northeast,Retail Partner,C10737,Beauty,Vitamin C Serum,3,27.12,0.01,4.25,11.09,0,Afterpay,81.36,0.81,80.55,33.27,43.03
O2025000169,2025-02-02,2025-02-01,Midwest,Website,C10176,Beauty,Sunscreen,1,24.27,0.04,7.35,10.5,0,PayPal,24.27,0.97,23.3,10.5,5.45
O2025000170,2025-02-02,2025-02-01,Midwest,Marketplace,C10759,Apparel,Socks Pack,1,26.65,0.12,6.03,11.77,0,Card,26.65,3.2,23.45,11.77,5.65
O2025000171,2025-02-02,2025-02-01,Southwest,Website,C10476,Apparel,Athletic Tee,3,31.59,0.13,5.06,16.58,0,Card,94.77,12.32,82.45,49.74,27.65
O2025000172,2025-02-02,2025-02-01,West,Marketplace,C10654,Pet,Pet Shampoo,4,15.66,0.03,6.73,8.22,0,PayPal,62.64,1.88,60.76,32.88,21.15
O2025000173,2025-02-03,2025-02-01,Southwest,Website,C10866,Home,Storage Bins,4,41.3,0.02,6.21,16.79,0,Card,165.2,3.3,161.9,67.16,88.53
O2025000174,2025-02-03,2025-02-01,Southeast,Marketplace,C10234,Beauty,Moisturizer,3,30.29,0.08,6.52,13.65,0,Afterpay,90.87,7.27,83.6,40.95,36.13
O2025000175,2025-02-03,2025-02-01,Southwest,Website,C10646,Electronics,Smart Watch,2,49.45,0.0,3.85,26.75,0,Afterpay,98.9,0.0,98.9,53.5,41.55
O2025000176,2025-02-03,2025-02-01,Midwest,Marketplace,C10445,Home,Vacuum Filter,2,53.59,0.1,6.24,30.53,0,Card,107.18,10.72,96.46,61.06,29.16
O2025000177,2025-02-03,2025-02-01,Southeast,Website,C10747,Pet,Cat Litter,5,20.8,0.07,8.27,11.18,0,Afterpay,104.0,7.28,96.72,55.9,32.55
O2025000178,2025-02-03,2025-02-01,Southeast,Website,C10396,Beauty,Vitamin C Serum,2,14.09,0.07,4.9,7.15,0,Card,28.18,1.97,26.21,14.3,7.01
O2025000179,2025-02-03,2025-02-01,Midwest,Marketplace,C10828,Apparel,Socks Pack,1,22.35,0.14,5.66,9.07,0,Card,22.35,3.13,19.22,9.07,4.49
O2025000180,2025-02-04,2025-02-01,Southeast,Marketplace,C10031,Sports,Running Belt,3,16.88,0.18,4.98,8.37,0,PayPal,50.64,9.12,41.52,25.11,11.43
O2025000181,2025-02-04,2025-02-01,Southeast,Website,C10438,Sports,Running Belt,1,26.0,0.14,6.99,15.59,1,PayPal,26.0,3.64,22.36,15.59,-0.22
O2025000182,2025-02-04,2025-02-01,Northeast,Website,C10486,Apparel,Hoodie,1,31.35,0.11,2.5,13.56,0,PayPal,31.35,3.45,27.9,13.56,11.84
O2025000183,2025-02-05,2025-02-01,Midwest,Website,C10287,Beauty,Hair Mask,3,20.77,0.13,8.28,9.29,0,Apple Pay,62.31,8.1,54.21,27.87,18.06
O2025000184,2025-02-05,2025-02-01,Southeast,Marketplace,C10238,Sports,Water Bottle,2,18.77,0.06,6.33,10.55,0,Apple Pay,37.54,2.25,35.29,21.1,7.86
O2025000185,2025-02-05,2025-02-01,West,Marketplace,C10786,Beauty,Sunscreen,1,27.57,0.05,5.0,15.38,0,Card,27.57,1.38,26.19,15.38,5.81
O2025000186,2025-02-05,2025-02-01,West,Website,C10857,Home,LED Lamp,1,41.48,0.13,5.9,23.33,1,Card,41.48,5.39,36.09,23.33,6.86
O2025000187,2025-02-05,2025-02-01,Southeast,Website,C10552,Pet,Dog Treats,4,20.85,0.12,7.44,10.15,0,Card,83.4,10.01,73.39,40.6,25.35
O2025000188,2025-02-05,2025-02-01,Southwest,Website,C10599,Electronics,Smart Watch,2,71.67,0.23,6.08,29.02,0,Card,143.34,32.97,110.37,58.04,46.25
O2025000189,2025-02-05,2025-02-01,West,Website,C10865,Apparel,Athletic Tee,2,29.39,0.07,6.62,16.37,0,Card,58.78,4.11,54.67,32.74,15.31
O2025000190,2025-02-06,2025-02-01,Southeast,Website,C10728,Apparel,Hoodie,1,32.22,0.02,7.57,18.8,0,Card,32.22,0.64,31.58,18.8,5.21
O2025000191,2025-02-06,2025-02-01,Midwest,Website,C10153,Apparel,Hoodie,2,31.34,0.11,5.72,15.96,0,Card,62.68,6.89,55.79,31.92,18.15
O2025000192,2025-02-06,2025-02-01,Midwest,Website,C10029,Beauty,Moisturizer,1,27.63,0.06,6.75,13.21,0,Card,27.63,1.66,25.97,13.21,6.01
O2025000193,2025-02-06,2025-02-01,Southwest,Retail Partner,C10612,Beauty,Sunscreen,4,25.42,0.03,4.84,10.89,0,Card,101.68,3.05,98.63,43.56,50.23
O2025000194,2025-02-06,2025-02-01,West,Website,C10640,Beauty,Vitamin C Serum,3,23.58,0.18,6.43,10.76,0,Apple Pay,70.74,12.73,58.01,32.28,19.3
O2025000195,2025-02-06,2025-02-01,Northeast,Website,C10002,Beauty,Sunscreen,1,33.04,0.22,4.31,16.68,0,Card,33.04,7.27,25.77,16.68,4.78
O2025000196,2025-02-06,2025-02-01,West,Marketplace,C10722,Home,Air Fryer,2,53.8,0.14,6.81,29.81,0,Apple Pay,107.6,15.06,92.54,59.62,26.11
O2025000197,2025-02-07,2025-02-01,Southwest,Website,C10048,Pet,Dog Treats,2,22.01,0.04,9.08,9.26,0,Card,44.02,1.76,42.26,18.52,14.66
O2025000198,2025-02-07,2025-02-01,West,Website,C10415,Apparel,Socks Pack,1,24.21,0.1,4.85,11.98,0,Apple Pay,24.21,2.42,21.79,11.98,4.96
O2025000199,2025-02-07,2025-02-01,Southwest,Retail Partner,C10303,Beauty,Sunscreen,2,25.69,0.08,3.74,10.37,0,Card,51.38,4.11,47.27,20.74,22.79
O2025000200,2025-02-07,2025-02-01,West,Website,C10227,Apparel,Leggings,2,27.56,0.0,6.19,14.05,0,PayPal,55.12,0.0,55.12,28.1,20.83
O2025000201,2025-02-07,2025-02-01,Southeast,Website,C10561,Home,Vacuum Filter,4,57.34,0.14,7.01,28.65,0,Card,229.36,32.11,197.25,114.6,75.64
O2025000202,2025-02-08,2025-02-01,Southwest,Retail Partner,C10438,Apparel,Socks Pack,1,28.08,0.11,2.81,13.95,0,PayPal,28.08,3.09,24.99,13.95,8.23
O2025000203,2025-02-08,2025-02-01,Southeast,Retail Partner,C10822,Apparel,Leggings,2,27.33,0.17,3.23,12.3,0,Card,54.66,9.29,45.37,24.6,17.54
O2025000204,2025-02-09,2025-02-01,Midwest,Retail Partner,C10495,Sports,Water Bottle,4,18.12,0.05,5.36,7.75,0,Card,72.48,3.62,68.86,31.0,32.5
O2025000205,2025-02-09,2025-02-01,Southwest,Website,C10726,Apparel,Hoodie,1,28.57,0.09,6.67,16.46,0,Card,28.57,2.57,26.0,16.46,2.87
O2025000206,2025-02-09,2025-02-01,Northeast,Marketplace,C10390,Pet,Chew Toy,2,20.15,0.11,4.32,11.86,0,Card,40.3,4.43,35.87,23.72,7.83
O2025000207,2025-02-09,2025-02-01,Northeast,Marketplace,C10263,Pet,Cat Litter,1,14.34,0.03,6.84,7.31,0,Apple Pay,14.34,0.43,13.91,7.31,-0.24
O2025000208,2025-02-09,2025-02-01,West,Website,C10286,Beauty,Vitamin C Serum,5,38.74,0.25,5.54,22.88,0,Card,193.7,48.42,145.28,114.4,25.34
O2025000209,2025-02-09,2025-02-01,West,Retail Partner,C10446,Electronics,Portable Charger,1,47.4,0.0,4.91,22.73,0,Card,47.4,0.0,47.4,22.73,19.76
O2025000210,2025-02-09,2025-02-01,Southwest,Website,C10601,Electronics,Portable Charger,3,71.05,0.01,2.55,33.83,0,Afterpay,213.15,2.13,211.02,101.49,106.98
O2025000211,2025-02-09,2025-02-01,Southeast,Marketplace,C10439,Apparel,Athletic Tee,3,24.92,0.09,5.61,11.79,1,Card,74.76,6.73,68.03,35.37,27.05
O2025000212,2025-02-10,2025-02-01,Southwest,Website,C10802,Home,Vacuum Filter,2,46.7,0.0,7.19,19.46,0,Card,93.4,0.0,93.4,38.92,47.29
O2025000213,2025-02-10,2025-02-01,Northeast,Website,C10805,Pet,Pet Shampoo,1,14.98,0.12,3.16,7.01,0,Apple Pay,14.98,1.8,13.18,7.01,3.01
O2025000214,2025-02-11,2025-02-01,Southwest,Website,C10241,Electronics,Smart Watch,1,51.95,0.06,4.1,25.17,0,Card,51.95,3.12,48.83,25.17,19.56
O2025000215,2025-02-11,2025-02-01,Midwest,Retail Partner,C10333,Pet,Dog Treats,2,20.79,0.09,3.77,11.25,0,Afterpay,41.58,3.74,37.84,22.5,11.57
O2025000216,2025-02-11,2025-02-01,Southwest,Website,C10794,Apparel,Socks Pack,1,24.98,0.1,5.5,11.52,0,PayPal,24.98,2.5,22.48,11.52,5.46
O2025000217,2025-02-11,2025-02-01,Midwest,Retail Partner,C10413,Sports,Water Bottle,1,20.43,0.09,2.93,9.76,1,Card,20.43,1.84,18.59,9.76,5.9
O2025000218,2025-02-11,2025-02-01,Southeast,Website,C10049,Electronics,Wireless Earbuds,2,70.53,0.09,5.98,38.89,0,Afterpay,141.06,12.7,128.36,77.78,44.6
O2025000219,2025-02-11,2025-02-01,Southwest,Website,C10345,Pet,Dog Treats,2,20.83,0.08,2.95,10.39,0,Afterpay,41.66,3.33,38.33,20.78,14.6
O2025000220,2025-02-11,2025-02-01,Midwest,Website,C10619,Beauty,Moisturizer,1,29.09,0.12,3.93,15.19,0,Card,29.09,3.49,25.6,15.19,6.48
O2025000221,2025-02-11,2025-02-01,Southwest,Retail Partner,C10155,Apparel,Socks Pack,1,27.38,0.14,5.11,13.25,0,PayPal,27.38,3.83,23.55,13.25,5.19
O2025000222,2025-02-11,2025-02-01,Southeast,Website,C10309,Electronics,Smart Watch,6,81.19,0.07,4.28,35.6,0,Card,487.14,34.1,453.04,213.6,235.16
O2025000223,2025-02-11,2025-02-01,Northeast,Retail Partner,C10497,Home,LED Lamp,4,43.5,0.06,3.73,20.91,0,Card,174.0,10.44,163.56,83.64,76.19
O2025000224,2025-02-11,2025-02-01,Midwest,Website,C10472,Apparel,Socks Pack,7,28.27,0.06,5.34,14.44,0,Card,197.89,11.87,186.02,101.08,79.6
O2025000225,2025-02-12,2025-02-01,Southwest,Retail Partner,C10423,Apparel,Hoodie,2,28.48,0.11,4.18,16.3,0,PayPal,56.96,6.27,50.69,32.6,13.91
O2025000226,2025-02-12,2025-02-01,West,Marketplace,C10319,Apparel,Socks Pack,1,18.19,0.09,6.02,8.64,1,PayPal,18.19,1.64,16.55,8.64,1.89
O2025000227,2025-02-12,2025-02-01,West,Website,C10149,Beauty,Moisturizer,3,16.36,0.06,6.15,6.96,0,Afterpay,49.08,2.94,46.14,20.88,19.11
O2025000228,2025-02-12,2025-02-01,Northeast,Website,C10072,Sports,Yoga Mat,3,22.68,0.0,7.51,9.2,0,Card,68.04,0.0,68.04,27.6,32.93
O2025000229,2025-02-12,2025-02-01,West,Website,C10405,Apparel,Athletic Tee,1,30.97,0.22,6.01,18.45,0,Card,30.97,6.81,24.16,18.45,-0.3
O2025000230,2025-02-12,2025-02-01,Southeast,Website,C10149,Sports,Yoga Mat,4,23.03,0.01,2.5,12.08,0,PayPal,92.12,0.92,91.2,48.32,40.38
O2025000231,2025-02-13,2025-02-01,Southwest,Website,C10876,Electronics,Portable Charger,1,52.37,0.2,4.25,29.62,0,Card,52.37,10.47,41.9,29.62,8.03
O2025000232,2025-02-13,2025-02-01,Southeast,Marketplace,C10888,Electronics,Wireless Earbuds,2,50.81,0.17,7.98,28.57,0,Card,101.62,17.28,84.34,57.14,19.22
O2025000233,2025-02-13,2025-02-01,Southeast,Marketplace,C10032,Electronics,Portable Charger,3,69.57,0.19,7.33,35.62,0,Card,208.71,39.65,169.06,106.86,54.87
O2025000234,2025-02-13,2025-02-01,Midwest,Website,C10374,Electronics,Wireless Earbuds,2,55.38,0.11,5.02,24.45,0,Card,110.76,12.18,98.58,48.9,44.66
O2025000235,2025-02-14,2025-02-01,Midwest,Website,C10270,Electronics,Bluetooth Speaker,3,38.61,0.12,2.6,19.18,0,Card,115.83,13.9,101.93,57.54,41.79
O2025000236,2025-02-14,2025-02-01,Southwest,Retail Partner,C10855,Home,Storage Bins,2,51.78,0.11,2.5,21.64,1,Afterpay,103.56,11.39,92.17,43.28,46.39
O2025000237,2025-02-14,2025-02-01,Southwest,Website,C10021,Sports,Running Belt,4,23.21,0.13,9.14,11.86,0,PayPal,92.84,12.07,80.77,47.44,24.19
O2025000238,2025-02-14,2025-02-01,Southwest,Website,C10467,Apparel,Socks Pack,3,28.23,0.15,7.57,16.53,0,PayPal,84.69,12.7,71.99,49.59,14.83
O2025000239,2025-02-15,2025-02-01,Southeast,Website,C10809,Beauty,Hair Mask,2,34.4,0.19,7.61,16.65,0,PayPal,68.8,13.07,55.73,33.3,14.82
O2025000240,2025-02-15,2025-02-01,Southwest,Website,C10809,Electronics,Bluetooth Speaker,1,76.11,0.02,2.56,37.85,0,Card,76.11,1.52,74.59,37.85,34.18
O2025000241,2025-02-15,2025-02-01,Southeast,Website,C10362,Apparel,Leggings,1,29.24,0.12,3.02,13.28,0,Card,29.24,3.51,25.73,13.28,9.43
O2025000242,2025-02-15,2025-02-01,Southwest,Website,C10400,Apparel,Leggings,1,25.1,0.2,4.38,14.19,0,PayPal,25.1,5.02,20.08,14.19,1.51
O2025000243,2025-02-15,2025-02-01,Midwest,Website,C10392,Apparel,Leggings,1,14.16,0.18,3.02,8.19,0,Card,14.16,2.55,11.61,8.19,0.4
O2025000244,2025-02-15,2025-02-01,Midwest,Website,C10892,Electronics,Smart Watch,2,62.96,0.02,5.63,32.33,0,PayPal,125.92,2.52,123.4,64.66,53.11
O2025000245,2025-02-15,2025-02-01,Northeast,Marketplace,C10518,Sports,Yoga Mat,3,21.36,0.14,3.49,10.39,0,PayPal,64.08,8.97,55.11,31.17,20.45
O2025000246,2025-02-15,2025-02-01,Midwest,Website,C10429,Sports,Water Bottle,4,28.35,0.11,6.28,12.15,0,PayPal,113.4,12.47,100.93,48.6,46.05
O2025000247,2025-02-16,2025-02-01,Northeast,Website,C10098,Sports,Yoga Mat,2,28.15,0.11,5.03,14.72,0,Card,56.3,6.19,50.11,29.44,15.64
O2025000248,2025-02-16,2025-02-01,Southeast,Website,C10232,Home,Storage Bins,5,49.78,0.0,4.43,21.7,0,Afterpay,248.9,0.0,248.9,108.5,135.97
O2025000249,2025-02-16,2025-02-01,Northeast,Website,C10053,Apparel,Athletic Tee,3,33.79,0.15,6.59,15.42,0,Afterpay,101.37,15.21,86.16,46.26,33.31
O2025000250,2025-02-16,2025-02-01,Southwest,Marketplace,C10158,Sports,Yoga Mat,3,21.71,0.03,6.23,10.15,0,Card,65.13,1.95,63.18,30.45,26.5
O2025000251,2025-02-17,2025-02-01,West,Website,C10570,Electronics,Bluetooth Speaker,4,58.62,0.24,5.66,26.46,0,Card,234.48,56.28,178.2,105.84,66.7
O2025000252,2025-02-17,2025-02-01,Southeast,Website,C10064,Home,LED Lamp,1,36.89,0.13,4.78,19.85,0,Card,36.89,4.8,32.09,19.85,7.46
O2025000253,2025-02-17,2025-02-01,Northeast,Website,C10738,Pet,Dog Treats,2,16.84,0.08,5.34,8.79,0,Card,33.68,2.69,30.99,17.58,8.07
O2025000254,2025-02-17,2025-02-01,Southwest,Website,C10098,Home,Vacuum Filter,2,47.2,0.13,2.5,27.0,0,Card,94.4,12.27,82.13,54.0,25.63
O2025000255,2025-02-17,2025-02-01,Northeast,Marketplace,C10650,Pet,Dog Treats,3,22.18,0.13,2.5,12.3,0,Apple Pay,66.54,8.65,57.89,36.9,18.49
O2025000256,2025-02-17,2025-02-01,West,Website,C10613,Home,LED Lamp,2,37.98,0.05,4.22,21.33,0,Card,75.96,3.8,72.16,42.66,25.28
O2025000257,2025-02-17,2025-02-01,Northeast,Website,C10183,Beauty,Moisturizer,2,32.94,0.08,5.67,14.79,0,Apple Pay,65.88,5.27,60.61,29.58,25.36
O2025000258,2025-02-17,2025-02-01,Southeast,Website,C10326,Home,Storage Bins,3,67.94,0.11,8.56,35.1,0,PayPal,203.82,22.42,181.4,105.3,67.54
O2025000259,2025-02-17,2025-02-01,Midwest,Marketplace,C10394,Electronics,Bluetooth Speaker,2,41.99,0.07,6.13,23.98,0,Card,83.98,5.88,78.1,47.96,24.01
O2025000260,2025-02-17,2025-02-01,Northeast,Website,C10786,Apparel,Athletic Tee,4,24.62,0.14,3.67,12.8,0,PayPal,98.48,13.79,84.69,51.2,29.82
O2025000261,2025-02-17,2025-02-01,Southeast,Marketplace,C10072,Home,Air Fryer,4,45.34,0.2,4.56,20.5,1,Card,181.36,36.27,145.09,82.0,58.53
O2025000262,2025-02-18,2025-02-01,Southeast,Retail Partner,C10178,Pet,Chew Toy,2,21.97,0.16,1.91,11.97,0,Apple Pay,43.94,7.03,36.91,23.94,11.06
O2025000263,2025-02-18,2025-02-01,Southwest,Website,C10324,Apparel,Athletic Tee,4,37.27,0.17,5.35,17.57,0,Card,149.08,25.34,123.74,70.28,48.11
O2025000264,2025-02-18,2025-02-01,West,Website,C10840,Home,LED Lamp,2,57.16,0.18,5.26,30.06,0,Apple Pay,114.32,20.58,93.74,60.12,28.36
O2025000265,2025-02-18,2025-02-01,Southeast,Marketplace,C10597,Electronics,Bluetooth Speaker,3,58.71,0.17,5.36,33.27,1,Card,176.13,29.94,146.19,99.81,41.02
O2025000266,2025-02-18,2025-02-01,West,Website,C10171,Beauty,Vitamin C Serum,3,22.93,0.18,5.91,11.61,0,Card,68.79,12.38,56.41,34.83,15.67
O2025000267,2025-02-18,2025-02-01,Northeast,Website,C10620,Home,LED Lamp,3,44.58,0.1,7.27,21.94,1,Card,133.74,13.37,120.37,65.82,47.28
O2025000268,2025-02-19,2025-02-01,Midwest,Website,C10243,Apparel,Leggings,5,25.86,0.12,6.64,12.78,1,Card,129.3,15.52,113.78,63.9,43.24
O2025000269,2025-02-19,2025-02-01,Midwest,Marketplace,C10379,Electronics,Bluetooth Speaker,5,62.28,0.22,3.37,32.9,0,Card,311.4,68.51,242.89,164.5,75.02
O2025000270,2025-02-19,2025-02-01,Southeast,Retail Partner,C10305,Pet,Pet Shampoo,1,14.57,0.22,4.15,8.49,0,Card,14.57,3.21,11.36,8.49,-1.28
O2025000271,2025-02-19,2025-02-01,West,Retail Partner,C10550,Electronics,Bluetooth Speaker,2,78.66,0.07,2.17,39.24,0,PayPal,157.32,11.01,146.31,78.48,65.66
O2025000272,2025-02-19,2025-02-01,Southwest,Marketplace,C10236,Home,Storage Bins,1,38.08,0.03,6.1,20.1,1,PayPal,38.08,1.14,36.94,20.1,10.74
O2025000273,2025-02-19,2025-02-01,Northeast,Website,C10858,Home,Vacuum Filter,3,51.77,0.24,5.59,27.79,0,Card,155.31,37.27,118.04,83.37,29.08
O2025000274,2025-02-19,2025-02-01,Southeast,Retail Partner,C10373,Apparel,Leggings,3,27.28,0.17,5.05,15.22,0,PayPal,81.84,13.91,67.93,45.66,17.22
O2025000275,2025-02-19,2025-02-01,West,Marketplace,C10191,Sports,Running Belt,1,16.84,0.24,5.25,7.06,0,Card,16.84,4.04,12.8,7.06,0.49
O2025000276,2025-02-19,2025-02-01,West,Retail Partner,C10722,Sports,Running Belt,1,22.38,0.15,3.16,11.45,0,Card,22.38,3.36,19.02,11.45,4.41
O2025000277,2025-02-20,2025-02-01,Southwest,Marketplace,C10869,Electronics,Portable Charger,5,59.41,0.14,4.94,25.14,0,Card,297.05,41.59,255.46,125.7,124.82
O2025000278,2025-02-20,2025-02-01,West,Marketplace,C10064,Home,Storage Bins,2,43.29,0.08,6.95,17.56,0,Card,86.58,6.93,79.65,35.12,37.58
O2025000279,2025-02-20,2025-02-01,West,Marketplace,C10611,Apparel,Leggings,2,30.62,0.06,5.98,13.19,1,PayPal,61.24,3.67,57.57,26.38,25.21
O2025000280,2025-02-20,2025-02-01,Southwest,Website,C10219,Sports,Running Belt,4,19.8,0.19,4.96,11.81,1,Card,79.2,15.05,64.15,47.24,11.95
O2025000281,2025-02-20,2025-02-01,Southwest,Website,C10827,Pet,Cat Litter,2,27.98,0.16,6.91,14.56,0,Card,55.96,8.95,47.01,29.12,10.98
O2025000282,2025-02-20,2025-02-01,Southeast,Website,C10047,Beauty,Moisturizer,2,34.93,0.11,9.17,19.44,0,Apple Pay,69.86,7.68,62.18,38.88,14.13
O2025000283,2025-02-20,2025-02-01,Southeast,Retail Partner,C10174,Home,Air Fryer,2,36.18,0.02,4.99,18.68,0,PayPal,72.36,1.45,70.91,37.36,28.56
O2025000284,2025-02-21,2025-02-01,Southwest,Retail Partner,C10697,Apparel,Leggings,4,12.02,0.06,4.85,6.32,0,Card,48.08,2.88,45.2,25.28,15.07
O2025000285,2025-02-21,2025-02-01,West,Marketplace,C10409,Home,LED Lamp,3,57.37,0.08,4.48,26.97,1,Card,172.11,13.77,158.34,80.91,72.95
O2025000286,2025-02-21,2025-02-01,Southeast,Website,C10107,Electronics,Wireless Earbuds,3,62.36,0.07,5.27,33.22,0,Card,187.08,13.1,173.98,99.66,69.05
O2025000287,2025-02-21,2025-02-01,Southeast,Website,C10559,Sports,Water Bottle,2,22.44,0.0,5.72,10.22,0,Card,44.88,0.0,44.88,20.44,18.72
O2025000288,2025-02-21,2025-02-01,Northeast,Website,C10458,Electronics,Smart Watch,1,46.65,0.11,2.5,23.76,0,PayPal,46.65,5.13,41.52,23.76,15.26
O2025000289,2025-02-21,2025-02-01,Southwest,Website,C10634,Pet,Chew Toy,3,12.42,0.2,8.49,6.26,0,Card,37.26,7.45,29.81,18.78,2.54
O2025000290,2025-02-22,2025-02-01,Midwest,Website,C10781,Pet,Cat Litter,3,10.76,0.05,2.89,5.45,0,Afterpay,32.28,1.61,30.67,16.35,11.43
O2025000291,2025-02-22,2025-02-01,West,Website,C10075,Home,Vacuum Filter,2,70.17,0.09,6.15,29.81,0,Card,140.34,12.63,127.71,59.62,61.94
O2025000292,2025-02-22,2025-02-01,Southeast,Marketplace,C10284,Beauty,Vitamin C Serum,2,37.81,0.14,3.25,19.0,0,Card,75.62,10.59,65.03,38.0,23.78
O2025000293,2025-02-22,2025-02-01,Southwest,Marketplace,C10261,Beauty,Vitamin C Serum,3,24.71,0.05,5.66,11.25,0,Card,74.13,3.71,70.42,33.75,31.01
O2025000294,2025-02-23,2025-02-01,Southwest,Website,C10104,Electronics,Bluetooth Speaker,1,83.17,0.12,6.9,33.61,0,PayPal,83.17,9.98,73.19,33.61,32.68
O2025000295,2025-02-23,2025-02-01,Midwest,Website,C10716,Electronics,Portable Charger,5,35.38,0.04,6.36,19.52,0,Card,176.9,7.08,169.82,97.6,65.86
O2025000296,2025-02-23,2025-02-01,Northeast,Website,C10239,Home,Air Fryer,3,51.92,0.06,3.92,22.06,0,Card,155.76,9.35,146.41,66.18,76.31
O2025000297,2025-02-23,2025-02-01,Southeast,Website,C10758,Electronics,Bluetooth Speaker,3,68.16,0.11,4.29,40.21,0,Card,204.48,22.49,181.99,120.63,57.07
O2025000298,2025-02-23,2025-02-01,Southwest,Marketplace,C10845,Home,LED Lamp,3,36.68,0.12,7.09,18.4,0,Card,110.04,13.2,96.84,55.2,34.55
O2025000299,2025-02-23,2025-02-01,Northeast,Website,C10333,Home,Vacuum Filter,3,40.63,0.1,5.33,19.22,0,Card,121.89,12.19,109.7,57.66,46.71
O2025000300,2025-02-24,2025-02-01,Northeast,Retail Partner,C10085,Sports,Yoga Mat,2,17.05,0.03,3.39,6.93,0,Card,34.1,1.02,33.08,13.86,15.83
O2025000301,2025-02-24,2025-02-01,Midwest,Website,C10619,Beauty,Vitamin C Serum,3,28.3,0.14,7.1,11.4,0,Card,84.9,11.89,73.01,34.2,31.71
O2025000302,2025-02-24,2025-02-01,Southeast,Website,C10777,Electronics,Wireless Earbuds,1,75.97,0.02,2.5,40.74,0,PayPal,75.97,1.52,74.45,40.74,31.21
O2025000303,2025-02-25,2025-02-01,West,Marketplace,C10729,Pet,Pet Shampoo,1,21.93,0.18,5.9,11.82,0,Apple Pay,21.93,3.95,17.98,11.82,0.26
O2025000304,2025-02-25,2025-02-01,West,Marketplace,C10108,Pet,Chew Toy,4,19.66,0.09,7.68,9.26,0,Card,78.64,7.08,71.56,37.04,26.84
O2025000305,2025-02-25,2025-02-01,West,Retail Partner,C10560,Sports,Resistance Bands,1,27.38,0.01,5.16,15.63,0,Card,27.38,0.27,27.11,15.63,6.32
O2025000306,2025-02-25,2025-02-01,West,Website,C10147,Pet,Pet Shampoo,4,11.03,0.09,6.66,5.06,0,Card,44.12,3.97,40.15,20.24,13.25
O2025000307,2025-02-25,2025-02-01,Southwest,Website,C10516,Home,Storage Bins,2,64.87,0.02,4.15,32.75,0,Card,129.74,2.59,127.15,65.5,57.5
O2025000308,2025-02-25,2025-02-01,Northeast,Website,C10694,Apparel,Hoodie,2,25.75,0.06,7.16,11.04,0,Card,51.5,3.09,48.41,22.08,19.17
O2025000309,2025-02-25,2025-02-01,West,Retail Partner,C10440,Sports,Yoga Mat,4,15.72,0.08,5.26,7.4,0,Card,62.88,5.03,57.85,29.6,22.99
O2025000310,2025-02-26,2025-02-01,Southwest,Marketplace,C10575,Electronics,Smart Watch,2,54.16,0.17,4.32,29.52,0,PayPal,108.32,18.41,89.91,59.04,26.55
O2025000311,2025-02-26,2025-02-01,Southwest,Marketplace,C10005,Pet,Pet Shampoo,1,15.48,0.18,4.17,7.54,0,Card,15.48,2.79,12.69,7.54,0.98
